yearID,teamID,name
2008,CLE,Cleveland Indians
2008,COL,Colorado Rockies
2008,DET,Detroit Tigers
2008,FLO,Florida Marlins
2008,HOU,Houston Astros
2008,KCA,Kansas City Royals
2008,LAA,Los Angeles Angels of Anaheim
2008,LAN,Los Angeles Dodgers
2008,MIL,Milwaukee Brewers
2008,MIN,Minnesota Twins
2008,NYA,New York Yankees
2008,NYN,New York Mets
2008,OAK,Oakland Athletics
2008,PHI,Philadelphia Phillies
2008,PIT,Pittsburgh Pirates
2008,SDN,San Diego Padres
2008,SEA,Seattle Mariners
2008,SFN,San Francisco Giants
2008,SLN,St. Louis Cardinals
2008,TBA,Tampa Bay Rays
2008,TEX,Texas Rangers
2008,TOR,Toronto Blue Jays
2008,WAS,Washington Nationals
2009,ARI,Arizona Diamondbacks
2009,ATL,Atlanta Braves
2009,BAL,Baltimore Orioles
2009,BOS,Boston Red Sox
2009,CHA,Chicago White Sox
2009,CHN,Chicago Cubs
2009,CIN,Cincinnati Reds
2009,CLE,Cleveland Indians
2009,COL,Colorado Rockies
2009,DET,Detroit Tigers
2009,FLO,Florida Marlins
2009,HOU,Houston Astros
2009,KCA,Kansas City Royals
2009,LAA,Los Angeles Angels of Anaheim
2009,LAN,Los Angeles Dodgers
2009,MIL,Milwaukee Brewers
2009,MIN,Minnesota Twins
2009,NYA,New York Yankees
2009,NYN,New York Mets
2009,OAK,Oakland Athletics
2009,PHI,Philadelphia Phillies
2009,PIT,Pittsburgh Pirates
2009,SDN,San Diego Padres
2009,SEA,Seattle Mariners
2009,SFN,San Francisco Giants
2009,SLN,St. Louis Cardinals
2009,TBA,Tampa Bay Rays
2009,TEX,Texas Rangers
2009,TOR,Toronto Blue Jays
2009,WAS,Washington Nationals
2010,ARI,Arizona Diamondbacks
2010,ATL,Atlanta Braves
2010,BAL,Baltimore Orioles
2010,BOS,Boston Red Sox
2010,CHA,Chicago White Sox
2010,CHN,Chicago Cubs
2010,CIN,Cincinnati Reds
2010,CLE,Cleveland Indians
2010,COL,Colorado Rockies
2010,DET,Detroit Tigers
2010,FLO,Florida Marlins
2010,HOU,Houston Astros
2010,KCA,Kansas City Royals
2010,LAA,Los Angeles Angels of Anaheim
2010,LAN,Los Angeles Dodgers
2010,MIL,Milwaukee Brewers
2010,MIN,Minnesota Twins
2010,NYA,New York Yankees
2010,NYN,New York Mets
2010,OAK,Oakland Athletics
2010,PHI,Philadelphia Phillies
2010,PIT,Pittsburgh Pirates
2010,SDN,San Diego Padres
2010,SEA,Seattle Mariners
2010,SFN,San Francisco Giants
2010,SLN,St. Louis Cardinals
2010,TBA,Tampa Bay Rays
2010,TEX,Texas Rangers
2010,TOR,Toronto Blue Jays
2010,WAS,Washington Nationals
2011,ARI,Arizona Diamondbacks
2011,ATL,Atlanta Braves
2011,BAL,Baltimore Orioles
2011,BOS,Boston Red Sox
2011,CHA,Chicago White Sox
2011,CHN,Chicago Cubs
2011,CIN,Cincinnati Reds
2011,CLE,Cleveland Indians
2011,COL,Colorado Rockies
2011,DET,Detroit Tigers
2011,FLO,Florida Marlins
2011,HOU,Houston Astros
2011,KCA,Kansas City Royals
2011,LAA,Los Angeles Angels of Anaheim
2011,LAN,Los Angeles Dodgers
2011,MIL,Milwaukee Brewers
2011,MIN,Minnesota Twins
2011,NYA,New York Yankees
2011,NYN,New York Mets
2011,OAK,Oakland Athletics
2011,PHI,Philadelphia Phillies
2011,PIT,Pittsburgh Pirates
2011,SDN,San Diego Padres
2011,SEA,Seattle Mariners
2011,SFN,San Francisco Giants
2011,SLN,St. Louis Cardinals
2011,TBA,Tampa Bay Rays
2011,TEX,Texas Rangers
2011,TOR,Toronto Blue Jays
2011,WAS,Washington Nationals
2012,ARI,Arizona Diamondbacks
2012,ATL,Atlanta Braves
2012,BAL,Baltimore Orioles
2012,BOS,Boston Red Sox
2012,CHA,Chicago White Sox
2012,CHN,Chicago Cubs
2012,CIN,Cincinnati Reds
2012,CLE,Cleveland Indians
2012,COL,Colorado Rockies
2012,DET,Detroit Tigers
2012,HOU,Houston Astros
2012,KCA,Kansas City Royals
2012,LAA,Los Angeles Angels of Anaheim
2012,LAN,Los Angeles Dodgers
2012,MIA,Miami Marlins
2012,MIL,Milwaukee Brewers
2012,MIN,Minnesota Twins
2012,NYA,New York Yankees
2012,NYN,New York Mets
2012,OAK,Oakland Athletics
2012,PHI,Philadelphia Phillies
2012,PIT,Pittsburgh Pirates
2012,SDN,San Diego Padres
2012,SEA,Seattle Mariners
2012,SFN,San Francisco Giants
2012,SLN,St. Louis Cardinals
2012,TBA,Tampa Bay Rays
2012,TEX,Texas Rangers
2012,TOR,Toronto Blue Jays
2012,WAS,Washington Nationals
2013,ARI,Arizona Diamondbacks
2013,ATL,Atlanta Braves
2013,BAL,Baltimore Orioles
2013,BOS,Boston Red Sox
2013,CHA,Chicago White Sox
2013,CHN,Chicago Cubs
2013,CIN,Cincinnati Reds
2013,CLE,Cleveland Indians
2013,COL,Colorado Rockies
2013,DET,Detroit Tigers
2013,HOU,Houston Astros
2013,KCA,Kansas City Royals
2013,LAA,Los Angeles Angels of Anaheim
2013,LAN,Los Angeles Dodgers
2013,MIA,Miami Marlins
2013,MIL,Milwaukee Brewers
2013,MIN,Minnesota Twins
2013,NYA,New York Yankees
2013,NYN,New York Mets
2013,OAK,Oakland Athletics
2013,PHI,Philadelphia Phillies
2013,PIT,Pittsburgh Pirates
2013,SDN,San Diego Padres
2013,SEA,Seattle Mariners
2013,SFN,San Francisco Giants
2013,SLN,St. Louis Cardinals
2013,TBA,Tampa Bay Rays
2013,TEX,Texas Rangers
2013,TOR,Toronto Blue Jays
2013,WAS,Washington Nationals
2014,ARI,Arizona Diamondbacks
2014,ATL,Atlanta Braves
2014,BAL,Baltimore Orioles
2014,BOS,Boston Red Sox
2014,CHA,Chicago White Sox
2014,CHN,Chicago Cubs
2014,CIN,Cincinnati Reds
2014,CLE,Cleveland Indians
2014,COL,Colorado Rockies
2014,DET,Detroit Tigers
2014,HOU,Houston Astros
2014,KCA,Kansas City Royals
2014,LAA,Los Angeles Angels of Anaheim
2014,LAN,Los Angeles Dodgers
2014,MIA,Miami Marlins
2014,MIL,Milwaukee Brewers
2014,MIN,Minnesota Twins
2014,NYA,New York Yankees
2014,NYN,New York Mets
2014,OAK,Oakland Athletics
2014,PHI,Philadelphia Phillies
2014,PIT,Pittsburgh Pirates
2014,SDN,San Diego Padres
2014,SEA,Seattle Mariners
2014,SFN,San Francisco Giants
2014,SLN,St. Louis Cardinals
2014,TBA,Tampa Bay Rays
2014,TEX,Texas Rangers
2014,TOR,Toronto Blue Jays
2014,WAS,Washington Nationals
2015,ARI,Arizona Diamondbacks
2015,ATL,Atlanta Braves
2015,BAL,Baltimore Orioles
2015,BOS,Boston Red Sox
2015,CHA,Chicago White Sox
2015,CHN,Chicago Cubs
2015,CIN,Cincinnati Reds
2015,CLE,Cleveland Indians
2015,COL,Colorado Rockies
2015,DET,Detroit Tigers
2015,HOU,Houston Astros
2015,KCA,Kansas City Royals
2015,LAA,Los Angeles Angels of Anaheim
2015,LAN,Los Angeles Dodgers
2015,MIA,Miami Marlins
2015,MIL,Milwaukee Brewers
2015,MIN,Minnesota Twins
2015,NYA,New York Yankees
2015,NYN,New York Mets
2015,OAK,Oakland Athletics
2015,PHI,Philadelphia Phillies
2015,PIT,Pittsburgh Pirates
2015,SDN,San Diego Padres
2015,SEA,Seattle Mariners
2015,SFN,San Francisco Giants
2015,SLN,St. Louis Cardinals
2015,TBA,Tampa Bay Rays
2015,TEX,Texas Rangers
2015,TOR,Toronto Blue Jays
2015,WAS,Washington Nationals
2016,ARI,Arizona Diamondbacks
2016,ATL,Atlanta Braves
2016,BAL,Baltimore Orioles
2016,BOS,Boston Red Sox
2016,CHA,Chicago White Sox
2016,CHN,Chicago Cubs
2016,CIN,Cincinnati Reds
2016,CLE,Cleveland Indians
2016,COL,Colorado Rockies
2016,DET,Detroit Tigers
2016,HOU,Houston Astros
2016,KCA,Kansas City Royals
2016,LAA,Los Angeles Angels of Anaheim
2016,LAN,Los Angeles Dodgers
2016,MIA,Miami Marlins
2016,MIL,Milwaukee Brewers
2016,MIN,Minnesota Twins
2016,NYA,New York Yankees
2016,NYN,New York Mets
2016,OAK,Oakland Athletics
2016,PHI,Philadelphia Phillies
2016,PIT,Pittsburgh Pirates
2016,SDN,San Diego Padres
2016,SEA,Seattle Mariners
2016,SFN,San Francisco Giants
2016,SLN,St. Louis Cardinals
2016,TBA,Tampa Bay Rays
2016,TEX,Texas Rangers
2016,TOR,Toronto Blue Jays
2016,WAS,Washington Nationals
